CONTRACT_ID,Breast.Cancer.Screening,Colorectal.Cancer.Screening,Cardiovascular.Care...Cholesterol.Screening,Diabetes.Care...Cholesterol.Screening,Glaucoma.Testing,Annual.Flu.Vaccine,Improving.or.Maintaining.Physical.Health,Improving.or.Maintaining.Mental.Health,Monitoring.Physical.Activity,Adult.BMI.Assessment,Care.for.Older.Adults...Medication.Review,Care.for.Older.Adults...Functional.Status.Assessment,Care.for.Older.Adults...Pain.Screening,Osteoporosis.Management.in.Women.who.had.a.Fracture,Diabetes.Care...Eye.Exam,Diabetes.Care...Kidney.Disease.Monitoring,Diabetes.Care...Blood.Sugar.Controlled,Diabetes.Care...Cholesterol.Controlled,Controlling.Blood.Pressure,Rheumatoid.Arthritis.Management,Improving.Bladder.Control,Reducing.the.Risk.of.Falling,Plan.All.Cause.Readmissions,Getting.Needed.Care,Getting.Appointments.and.Care.Quickly,Customer.Service,Overall.Rating.of.Health.Care.Quality,Overall.Rating.of.Plan,Care.Coordination,Complaints.about.the.Health.Plan,Beneficiary.Access.and.Performance.Problems,Members.Choosing.to.Leave.the.Plan,Improvement,Plan.Makes.Timely.Decisions.about.Appeals,Reviewing.Appeals.Decisions,Call.Center...Foreign.Language.Interpreter.and.TTY.TDD.Availability,Enrollment.Timeliness,Call.Center...Pharmacy.Hold.Time,Call.Center...Foreign.Language.Interpreter.and.TTY.TDD.Availability,Appeals.Auto.Forward,Appeals.Upheld,Enrollment.Timeliness,Complaints.about.the.Drug.Plan,Beneficiary.Access.and.Performance.Problems,Members.Choosing.to.Leave.the.Plan,Drug.Plan.Quality.Improvement,Getting.Information.From.Drug.Plan,Rating.of.Drug.Plan,Getting.Needed.Prescription.Drugs,MPF.Price.Accuracy,High.Risk.Medication,Diabetes.Treatment,Part.D.Medication.Adherence.for.Oral.Diabetes.Medications,Part.D.Medication.Adherence.for.Hypertension..RAS.antagonists.,Part.D.Medication.Adherence.for.Cholesterol..Statins., Special Needs Plan (SNP) Care Management,Contract_Type,Year
H1019,5,5,5,5,5,2,4,1,3,5,5,5,5,5,5,5,4,5,4,5,2,4,4,2,4,4,4,5,3,3,5,3,5,5,5,5,0,4,0,4,0,0,3,5,3,4,0,4,4,4,5,5,4,4,2,0,MA PD,2014
H1026,3,4,5,5,2,2,5,3,2,3,0,0,0,2,2,5,4,4,4,3,3,4,3,2,4,4,4,4,4,1,4,4,4,3,3,3,0,1,0,3,1,0,1,4,4,5,0,5,5,4,4,2,4,5,4,0,MA PD,2014
H1032,4,5,5,4,3,2,4,2,3,5,4,3,3,2,4,5,4,3,3,2,1,3,3,1,2,1,2,4,2,2,4,2,5,4,4,4,0,5,0,1,2,0,2,4,2,5,0,4,3,4,4,5,4,3,3,0,MA PD,2014
H1035,5,5,5,5,5,4,4,2,3,5,0,0,0,3,5,5,5,5,4,5,2,4,4,5,4,4,5,5,5,5,4,5,4,4,4,3,0,1,0,5,0,0,5,4,5,2,0,5,4,4,3,2,5,5,5,0,MA PD,2014
H1036,5,5,5,5,5,4,4,1,3,5,5,5,5,3,5,5,5,5,4,3,3,4,4,4,4,0,2,4,2,3,5,5,5,5,4,5,0,5,0,2,5,0,3,5,5,4,0,4,4,3,5,5,4,4,3,0,MA PD,2014
H1045,4,5,5,5,5,1,4,2,3,4,1,3,3,2,4,5,3,4,3,2,3,4,3,4,1,4,5,5,5,2,4,4,3,5,3,5,0,5,0,1,0,0,2,4,4,5,0,5,4,4,5,5,5,5,3,0,MA PD,2014
H1076,4,5,5,5,2,1,5,2,3,4,5,5,4,3,3,5,3,4,4,3,1,4,2,4,3,4,4,4,4,4,4,2,5,0,0,4,0,3,0,5,0,0,4,4,2,4,0,4,3,4,3,5,4,2,2,0,MA PD,2014
H1080,3,4,5,4,3,3,5,2,2,4,2,2,2,2,3,4,4,4,3,3,3,3,3,4,4,4,4,4,4,2,1,2,5,4,4,5,0,2,0,4,5,0,2,1,2,3,0,2,4,4,3,1,4,4,3,0,MA PD,2014
H1099,4,5,5,4,4,4,5,3,3,5,0,0,0,2,5,5,5,5,4,5,2,4,3,4,4,5,4,4,4,4,5,5,4,3,5,5,0,4,0,5,0,0,4,5,5,3,0,2,4,4,3,2,4,4,4,0,MA PD,2014
H1108,2,2,1,2,4,1,5,1,3,3,4,4,3,1,5,5,2,2,3,2,2,4,4,0,2,3,4,4,2,3,1,3,5,3,0,4,0,2,0,5,0,0,3,1,3,3,0,4,4,4,2,1,1,3,2,0,MA PD,2014
H1109,3,4,5,5,3,4,4,1,4,2,0,0,0,0,4,5,3,3,3,5,2,4,5,4,4,4,4,2,2,3,1,4,2,5,0,5,0,5,0,5,0,0,3,1,4,1,0,2,3,4,4,2,2,3,2,0,MA PD,2014
H1110,4,5,5,4,4,5,0,0,3,2,0,0,0,0,5,4,3,3,3,0,3,4,3,4,2,2,4,4,4,4,1,5,2,5,0,5,0,5,0,1,0,0,4,1,5,4,0,4,5,4,4,1,3,4,4,0,MA PD,2014
H1111,3,3,4,2,2,2,5,1,2,3,0,0,0,1,3,5,3,3,3,3,2,4,5,2,1,3,4,4,3,1,1,3,4,5,0,5,0,2,0,3,0,0,1,1,3,4,0,4,4,4,3,2,2,1,2,0,MA PD,2014
H1112,3,3,5,4,2,2,5,1,3,3,2,1,1,1,3,5,3,3,3,3,2,4,3,1,1,1,1,1,1,2,4,3,3,4,5,4,0,5,0,4,0,0,2,4,3,3,0,4,2,4,4,4,1,1,1,0,MA PD,2014
H1170,5,5,5,5,3,4,4,2,3,5,5,5,5,3,5,5,5,5,5,4,3,3,4,4,4,4,4,5,4,2,5,5,5,5,4,5,0,4,0,5,0,0,2,5,5,5,0,5,4,5,5,5,4,4,4,0,MA PD,2014
H1216,3,3,4,2,2,1,4,1,2,4,4,2,2,0,3,4,3,2,2,0,0,3,2,2,4,1,2,1,2,1,4,1,3,4,0,4,0,5,0,1,0,0,1,4,1,3,0,4,2,4,5,5,1,1,1,0,MA PD,2014
H1230,5,5,5,5,5,5,4,2,3,5,0,0,0,3,5,5,5,5,5,3,2,4,4,4,5,4,5,5,5,4,5,5,3,0,0,5,0,4,0,4,0,0,4,5,5,4,0,5,5,4,5,5,5,5,5,0,MA PD,2014
H1264,3,3,5,4,2,2,5,2,3,4,3,2,2,2,3,5,3,3,2,3,1,3,3,2,1,3,2,2,3,2,4,1,5,4,5,4,0,5,0,2,0,0,2,4,1,4,0,4,2,4,4,5,1,1,1,0,MA PD,2014
H1286,3,3,4,3,2,2,4,2,2,3,0,0,0,2,4,4,3,3,3,3,3,2,4,4,5,3,4,2,4,5,1,5,2,4,3,5,0,3,0,4,5,0,5,1,5,4,0,2,4,4,3,4,5,4,5,0,MA PD,2014
H1291,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,5,0,5,0,0,0,0,0,5,0,0,0,0,0,4,5,2,4,5,4,0,PART D,2014
H1302,3,3,3,1,2,1,0,0,2,2,0,0,0,2,2,3,3,2,3,3,2,1,5,4,4,3,4,1,4,3,4,1,2,3,2,4,0,4,0,1,0,0,3,4,1,3,0,2,4,4,4,4,3,4,4,0,MA PD,2014
H1303,2,2,2,3,2,3,4,2,3,3,0,0,0,2,3,4,3,3,3,3,3,3,4,5,5,2,4,2,4,3,1,5,2,4,0,5,0,3,0,5,5,0,3,1,5,5,0,2,4,4,3,5,4,4,5,0,MA PD,2014
H1304,3,4,4,2,4,4,5,2,2,2,0,0,0,1,4,5,2,2,3,5,1,2,5,4,5,4,4,2,4,5,5,5,2,5,3,5,0,3,0,1,0,0,5,5,5,4,0,4,5,4,2,2,4,5,5,0,MA PD,2014
H1350,3,4,4,4,4,4,4,2,2,3,5,5,5,2,4,4,4,4,3,5,2,3,4,4,4,4,4,4,5,4,5,3,2,3,3,4,0,4,0,1,1,0,4,5,3,4,0,4,4,4,3,4,5,5,5,0,MA PD,2014
H1365,5,2,5,4,4,4,0,0,3,1,0,0,0,0,4,4,1,1,1,0,3,1,5,4,5,5,4,4,4,5,5,2,1,0,0,5,0,4,0,1,0,0,5,5,2,2,0,4,4,4,5,5,4,5,4,0,MA PD,2014
H1406,3,4,5,4,2,4,4,1,3,5,0,0,0,1,4,5,3,4,4,3,2,3,3,2,4,3,4,2,3,2,5,5,2,5,4,5,0,5,0,4,0,0,2,5,5,5,0,4,4,4,5,5,4,4,3,0,MA PD,2014
H1415,4,5,5,4,2,2,4,1,3,5,4,4,4,1,4,5,3,3,3,4,2,4,3,2,4,3,4,4,4,1,4,3,5,5,4,5,0,1,0,5,0,0,1,4,3,4,0,4,4,4,5,5,3,2,2,0,MA PD,2014
H1416,4,4,5,2,2,2,5,3,3,4,3,2,1,2,4,5,3,3,3,3,2,4,3,2,2,1,2,2,4,2,4,3,3,5,4,4,0,5,0,2,0,0,2,4,3,4,0,4,4,4,5,5,2,2,2,0,MA PD,2014
H1417,4,4,5,4,4,4,5,2,2,4,0,0,0,2,4,5,3,4,4,4,3,3,3,5,5,5,5,5,4,2,5,5,3,5,1,4,0,2,0,5,0,0,2,5,5,3,0,5,5,4,3,2,5,5,5,0,MA PD,2014
H1418,3,4,5,4,3,3,5,2,3,4,0,0,0,2,4,5,3,4,3,5,3,3,3,4,4,3,4,2,4,2,5,4,4,5,4,5,0,5,0,3,0,0,2,5,4,3,0,2,1,4,5,3,5,5,4,0,MA PD,2014
H1419,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,5,0,0,0,0,0,1,0,0,0,0,0,4,5,5,2,2,2,0,PART D,2014
H1463,5,5,4,4,4,5,5,1,2,5,0,0,0,2,5,5,4,5,4,5,2,4,3,4,5,5,5,5,5,5,5,5,5,5,1,4,0,2,0,5,0,0,5,5,5,3,0,5,5,4,3,3,5,5,5,0,MA PD,2014
H1468,4,4,5,4,4,4,5,2,2,5,0,0,0,2,5,5,5,4,4,5,2,4,3,4,4,3,4,4,5,5,5,5,3,5,0,5,0,5,0,5,0,0,5,5,5,3,0,4,2,4,5,5,5,5,5,0,MA PD,2014
H1509,4,5,5,4,4,4,4,2,3,4,0,0,0,2,4,4,3,4,3,5,3,4,4,5,3,4,4,2,4,4,1,5,5,4,4,5,0,2,0,4,4,0,4,1,5,3,0,4,5,4,2,2,4,4,4,0,MA PD,2014
H1510,3,4,2,2,3,3,5,2,2,4,0,0,0,2,3,4,3,3,4,5,2,3,3,3,4,3,4,4,4,3,5,4,4,5,4,5,0,5,0,5,5,0,3,5,4,4,0,4,2,4,5,3,5,5,5,0,MA PD,2014
H1517,3,3,4,4,2,4,4,2,2,5,0,0,0,2,3,4,3,3,4,5,3,2,4,4,5,3,4,2,5,1,2,1,2,1,0,5,0,4,0,4,0,0,1,2,1,3,0,2,4,3,2,5,5,5,5,0,MA PD,2014
H1595,5,5,5,4,4,5,0,0,2,5,0,0,0,0,5,5,5,4,4,0,3,3,3,5,4,5,5,5,5,1,5,4,0,0,0,4,0,3,0,5,0,0,1,5,4,3,0,4,5,4,3,5,5,5,5,0,MA PD,2014
H1607,3,5,2,3,2,3,4,2,2,4,0,0,0,2,4,4,4,4,4,4,2,3,3,4,4,3,4,1,4,4,2,5,4,0,0,5,0,4,0,4,0,0,4,2,5,5,0,1,2,3,3,1,5,5,5,0,MA PD,2014
H1608,3,3,4,4,3,4,5,2,2,4,0,0,0,3,5,4,4,5,4,5,2,1,3,4,4,4,4,4,5,3,4,5,5,5,5,4,0,3,0,5,0,0,3,4,5,5,0,4,4,4,4,3,5,5,5,0,MA PD,2014
H1609,3,5,4,4,3,4,5,2,1,4,0,0,0,3,5,5,5,5,5,5,2,3,3,5,5,4,4,4,5,2,4,3,4,0,0,4,0,3,0,5,0,0,2,4,3,3,0,4,4,4,4,2,5,5,5,0,MA PD,2014
H1659,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,4,4,4,1,5,5,0,0,0,3,0,1,0,1,0,0,1,5,5,3,0,4,4,4,5,5,5,5,5,0,PART D,2014
H1681,2,3,4,3,2,1,2,1,2,3,0,0,0,2,3,3,2,2,3,4,3,3,3,4,2,3,4,1,3,3,5,1,2,5,0,5,0,5,0,3,0,0,3,5,1,3,0,3,3,4,5,3,4,4,3,0,MA PD,2014
H1716,3,3,5,4,4,4,5,2,3,4,0,0,0,2,3,5,3,3,3,5,3,2,3,4,4,2,4,4,5,2,5,2,3,5,4,5,0,5,0,2,0,0,2,5,2,3,0,4,2,4,5,4,5,5,4,0,MA PD,2014
H1717,1,2,2,1,2,0,4,1,2,4,5,5,5,0,3,3,3,2,3,0,1,3,5,0,0,0,0,0,0,0,1,5,4,3,0,4,0,2,0,5,0,0,0,1,5,3,0,0,0,4,2,1,3,4,2,0,MA PD,2014
H1777,0,1,0,4,5,0,0,0,1,5,5,5,5,0,5,5,3,5,0,0,0,0,5,0,0,0,0,0,0,1,4,5,0,0,0,5,0,2,0,1,0,0,1,4,5,4,0,0,0,3,4,1,5,4,5,0,PART D,2014
H1846,0,0,0,0,0,4,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,5,4,4,3,5,0,0,0,0,5,0,4,0,0,0,0,3,5,0,5,0,4,4,4,4,5,5,4,3,0,PART D,2014
H1849,2,4,4,4,2,4,4,2,1,2,0,0,0,1,3,5,4,4,4,3,1,4,3,4,4,2,4,2,4,3,2,2,2,1,0,5,0,4,0,5,0,0,3,2,2,4,0,4,4,3,2,1,3,4,4,0,MA PD,2014
H1903,3,4,4,4,2,2,5,1,1,2,2,1,2,1,2,5,2,2,3,3,2,4,2,4,2,3,4,4,3,2,4,2,2,4,4,4,0,5,0,5,0,0,2,4,2,3,0,5,4,4,3,2,1,1,1,0,MA PD,2014
H1906,3,3,5,4,2,3,4,1,2,2,0,0,0,0,2,4,2,3,3,0,3,4,4,5,3,4,5,4,4,3,5,5,2,5,0,5,0,5,0,5,0,0,3,5,5,3,0,5,4,4,5,1,4,4,4,0,MA PD,2014
H1944,4,4,4,4,3,4,5,2,3,4,0,0,0,2,4,5,3,3,3,4,2,3,3,2,4,1,4,1,4,1,1,3,2,5,4,5,0,3,0,5,5,0,1,1,3,3,0,1,4,4,5,3,4,5,4,0,MA PD,2014
H1951,4,5,5,4,4,4,4,1,2,4,4,5,4,2,5,5,3,4,4,4,2,4,3,4,2,3,5,5,4,3,5,5,4,5,4,5,0,5,0,2,5,0,3,5,5,3,0,4,2,4,5,4,3,4,3,0,MA PD,2014
H1961,5,5,5,5,5,3,4,2,2,5,5,4,4,5,5,5,5,5,4,3,3,4,4,4,1,5,4,5,3,4,5,5,4,3,4,4,0,3,0,5,1,0,4,5,5,3,0,4,4,4,3,3,3,3,3,0,MA PD,2014
H2001,4,3,5,4,4,4,5,3,3,3,0,0,0,2,5,5,4,4,3,4,3,1,4,4,5,3,4,4,4,4,1,4,4,5,0,5,0,3,0,5,0,0,4,1,4,3,0,2,5,4,4,3,5,5,5,0,MA PD,2014
H2012,3,3,2,4,2,4,4,1,2,4,4,5,4,2,3,5,3,3,3,4,3,3,3,4,4,3,4,4,4,2,5,3,4,5,4,5,0,5,0,1,5,0,2,5,3,4,0,4,4,4,5,5,4,4,4,0,MA PD,2014
H2029,3,3,5,4,2,1,5,2,4,1,0,0,0,0,3,4,1,1,2,2,0,4,4,2,1,1,4,2,2,2,5,1,4,5,0,5,0,3,0,2,0,0,2,5,1,5,0,1,0,4,5,5,1,1,1,0,MA PD,2014
H2034,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,3,0,0,0,0,0,4,0,0,0,0,0,3,1,1,0,5,5,0,PART D,2014
H2108,3,5,4,4,5,2,5,1,2,4,3,3,3,2,4,5,2,2,3,3,1,4,3,1,4,3,1,1,3,1,4,3,5,4,4,4,0,2,0,4,0,0,1,4,3,5,0,2,3,4,5,4,2,2,2,0,MA PD,2014
H2111,1,1,3,2,2,3,5,2,1,4,4,4,4,1,4,4,3,4,2,0,3,4,5,0,2,0,3,2,0,4,1,5,2,4,0,4,0,2,0,5,0,0,4,1,5,3,0,2,0,4,2,1,5,4,3,0,MA PD,2014
H2112,3,4,4,4,3,4,5,2,3,2,0,0,0,1,3,4,3,3,3,3,2,4,3,3,4,4,4,2,3,1,1,5,2,5,4,5,0,5,0,5,0,0,1,1,5,3,0,2,2,4,5,4,4,4,4,0,MA PD,2014
H2150,5,5,5,5,4,5,5,2,4,5,0,0,0,5,5,5,5,5,5,5,3,4,0,4,4,3,4,5,4,3,5,5,5,5,4,0,0,0,0,5,0,0,3,5,5,4,0,5,5,5,5,5,5,5,5,0,MA PD,2014
H2161,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,5,0,0,2,0,0,4,0,0,0,0,0,4,4,1,3,5,5,0,PART D,2014
H2165,3,3,4,4,2,2,0,0,1,4,0,0,0,0,3,5,2,2,3,0,1,1,3,2,4,4,4,4,5,1,4,3,2,0,0,4,0,1,0,1,0,0,1,4,3,3,0,4,5,4,3,4,3,2,2,0,MA PD,2014
H2174,2,3,2,2,3,2,2,2,1,4,4,3,3,2,4,3,3,3,4,0,2,4,2,4,5,5,4,4,3,5,5,5,2,5,2,4,0,1,0,1,5,0,5,5,5,3,0,4,4,3,2,2,5,5,5,0,MA PD,2014
H2224,4,5,4,4,5,5,4,2,3,2,5,4,5,1,5,5,1,2,3,4,3,5,3,4,4,4,4,5,2,5,3,5,2,0,0,2,0,1,0,5,0,0,5,3,5,5,0,5,4,3,2,2,5,5,5,0,MA PD,2014
H2225,5,5,4,4,5,5,4,2,5,5,5,5,5,2,5,5,3,3,4,4,3,5,5,4,4,4,4,5,4,5,4,5,3,0,0,5,0,3,0,1,0,0,5,4,5,3,0,5,4,4,4,3,5,5,5,0,MA PD,2014
H2226,4,4,4,4,5,4,5,1,3,4,3,2,2,1,5,5,3,4,3,2,3,5,4,0,3,0,0,4,2,4,1,5,2,3,0,4,0,2,0,4,0,0,4,1,5,3,0,4,3,4,3,2,5,4,4,0,MA PD,2014
H2228,1,1,0,4,5,0,0,0,1,5,4,5,5,1,5,3,3,5,0,0,0,5,4,0,0,0,0,0,0,5,1,4,4,3,0,4,0,2,0,5,0,0,5,1,4,5,0,0,0,4,3,1,5,5,5,0,MA PD,2014
H2230,5,5,5,4,5,5,5,3,3,4,0,0,0,2,5,5,5,5,4,3,3,4,4,4,4,5,4,4,5,3,5,5,4,0,0,4,0,3,0,4,0,0,3,5,5,4,0,2,4,3,4,2,5,5,5,0,MA PD,2014
H2237,4,5,5,4,4,3,4,2,2,3,3,4,3,0,3,5,1,2,3,2,0,5,4,3,5,3,3,2,3,5,5,5,4,0,0,4,0,5,0,5,0,0,5,5,5,4,0,2,2,4,3,5,3,2,3,0,MA PD,2014
H2241,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,4,0,2,4,5,1,5,2,3,4,0,0,0,0,5,0,3,0,0,0,0,3,4,0,0,0,5,5,4,3,3,5,4,5,0,PART D,2014
H2256,5,5,5,5,5,5,5,2,3,5,0,0,0,2,5,5,5,5,5,4,2,4,3,4,5,5,5,5,5,4,4,5,4,5,4,4,0,3,0,2,3,0,4,4,5,5,0,4,5,4,5,2,5,5,5,0,MA PD,2014
H2261,5,5,5,5,5,5,5,2,3,5,0,0,0,1,5,5,5,5,4,4,3,4,4,5,5,5,4,4,5,5,5,5,5,5,3,4,0,3,0,5,0,0,5,5,5,4,0,2,5,3,4,1,5,5,5,0,MA PD,2014
H2312,5,5,5,4,4,4,5,2,3,4,0,0,0,2,5,5,5,4,3,4,2,4,3,4,4,5,5,5,4,4,1,5,3,5,2,5,0,1,0,1,0,0,4,1,5,5,0,4,4,4,4,4,5,5,5,0,MA PD,2014
H2320,5,5,5,5,4,4,5,2,3,5,0,0,0,3,5,5,5,5,5,5,3,1,5,5,5,5,5,5,4,5,4,5,4,5,4,3,0,1,0,1,2,0,5,4,5,4,0,4,4,4,5,3,5,5,5,0,MA PD,2014
H2322,3,5,4,4,3,4,4,3,3,3,0,0,0,2,5,5,3,3,3,4,2,2,3,4,4,3,5,4,3,3,1,5,2,0,0,5,0,1,0,2,0,0,3,1,5,3,0,4,4,4,3,2,5,5,5,0,MA PD,2014
H2323,0,0,0,0,0,0,5,2,0,0,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,5,2,2,0,1,0,5,0,0,0,4,1,3,0,0,0,4,2,1,5,5,5,0,PART D,2014
H2354,5,5,5,4,4,4,4,2,3,5,0,0,0,3,5,5,5,5,4,5,2,3,5,4,4,5,4,4,4,5,4,5,3,0,0,4,0,3,0,5,0,0,5,4,5,4,0,4,4,4,3,2,5,5,5,0,MA PD,2014
H2406,1,1,0,1,5,0,5,3,1,5,5,5,5,1,5,4,3,3,0,0,0,5,5,0,0,0,0,0,0,5,1,5,2,0,0,4,0,2,0,5,0,0,5,1,5,3,0,0,0,4,1,1,5,5,5,0,MA PD,2014
H2416,2,4,0,1,4,5,4,3,1,4,4,4,4,2,5,3,4,3,4,0,3,5,4,5,5,5,5,5,5,5,5,5,5,0,0,5,0,5,0,1,0,0,5,5,5,3,0,4,5,4,2,1,5,5,5,0,MA PD,2014
H2417,0,0,0,0,0,0,0,0,2,0,5,5,5,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,4,0,0,0,0,0,4,0,0,0,0,0,4,3,2,5,5,5,0,PART D,2014
H2419,3,4,3,4,4,4,4,2,2,4,4,3,3,1,5,5,3,4,5,0,2,5,4,4,5,4,5,5,4,5,4,5,3,0,0,3,0,1,0,1,0,0,5,4,5,3,0,5,4,4,3,1,5,5,5,0,MA PD,2014
H2422,3,4,5,4,5,5,4,3,3,5,5,5,4,1,5,5,5,5,4,0,3,5,4,3,4,3,4,5,3,5,4,5,3,0,0,5,0,4,0,5,0,0,5,4,5,3,0,4,3,4,3,1,5,4,5,0,MA PD,2014
H2425,2,4,2,3,4,5,5,1,2,3,3,5,3,1,5,5,3,4,4,3,3,5,3,4,5,4,4,5,3,5,5,5,2,3,3,5,0,3,0,2,0,0,5,5,5,3,0,4,4,4,3,1,5,5,5,0,MA PD,2014
H2450,4,5,4,4,5,5,4,2,2,5,0,0,0,2,5,5,5,5,5,5,3,2,0,4,5,4,4,5,5,5,5,5,2,5,4,0,0,0,0,1,1,0,5,5,5,3,0,4,4,4,3,2,5,5,5,0,MA PD,2014
H2456,2,3,4,3,4,5,4,3,2,4,3,5,4,1,5,5,3,3,4,3,2,5,3,3,5,4,5,4,3,5,4,5,3,0,0,5,0,2,0,5,4,0,5,4,5,5,0,4,4,4,4,1,5,4,5,0,MA PD,2014
H2457,0,0,0,0,0,5,5,1,3,0,5,4,3,0,0,0,0,0,0,0,0,5,0,0,4,4,4,5,3,0,4,0,0,0,0,3,0,1,0,0,0,0,0,4,0,0,0,4,3,3,4,2,4,5,5,0,PART D,2014
H2458,2,4,2,3,5,4,5,2,2,5,4,4,3,1,5,5,5,5,5,2,2,5,3,3,4,3,4,4,4,5,5,5,4,0,0,5,0,4,0,2,0,0,5,5,5,3,0,4,4,4,2,1,5,5,5,0,MA PD,2014
H2459,4,5,5,5,5,5,5,3,3,4,0,0,0,1,5,5,3,5,4,5,2,1,3,5,5,5,4,5,4,5,5,5,4,5,4,5,0,3,0,4,5,0,5,5,5,5,0,4,5,4,5,2,5,5,5,0,MA PD,2014
H2462,5,5,5,5,5,5,4,2,3,5,0,0,0,1,5,5,5,5,5,5,3,3,0,4,5,5,5,5,5,5,4,5,4,5,5,0,0,0,0,4,0,0,5,4,5,4,0,5,5,4,4,1,5,5,5,0,MA PD,2014
H2486,2,5,3,2,2,2,0,0,3,5,0,0,0,1,4,5,3,3,4,5,2,2,3,4,4,1,4,1,2,1,5,1,3,5,0,5,0,5,0,1,0,0,1,5,1,1,0,4,2,4,5,5,5,4,4,0,MA PD,2014
H2491,3,3,4,4,4,4,4,3,3,4,3,2,2,0,5,5,2,3,3,0,2,4,3,2,2,1,4,4,2,3,4,4,3,5,0,4,0,5,0,1,0,0,3,4,4,3,0,2,2,4,4,5,1,2,2,0,MA PD,2014
H2542,3,3,4,4,4,4,4,3,3,4,0,0,0,2,3,5,3,3,3,3,1,4,4,4,4,3,4,2,4,2,5,3,4,5,0,5,0,5,0,5,0,0,2,5,3,4,0,4,2,4,5,4,4,4,3,0,MA PD,2014
H2593,4,5,5,4,4,4,0,0,4,5,4,4,4,3,4,5,4,4,4,4,2,3,5,1,2,4,1,4,1,2,4,3,4,5,4,5,0,4,0,4,0,0,2,4,3,3,0,4,2,4,4,5,3,4,3,0,MA PD,2014
H2610,4,5,5,5,4,5,5,1,3,5,0,0,0,2,5,5,5,5,4,3,3,4,4,4,5,4,4,5,4,5,5,5,4,4,3,5,0,3,0,1,0,0,5,5,5,5,0,5,5,0,4,3,4,4,4,0,MA PD,2014
H2611,3,4,4,4,4,4,5,3,2,4,0,0,0,2,4,4,3,4,4,5,2,3,3,4,4,3,5,2,5,3,4,1,4,5,4,4,0,3,0,5,0,0,3,4,1,4,0,2,4,4,3,1,4,3,4,0,MA PD,2014
H2643,2,5,5,4,2,4,5,4,4,4,4,3,2,0,4,5,3,4,4,0,0,4,2,2,1,2,4,2,1,3,3,2,5,5,0,4,0,1,0,5,0,0,3,3,2,3,0,4,2,4,3,5,1,1,1,0,MA PD,2014
H2649,3,5,5,4,3,4,4,2,2,4,0,0,0,2,4,5,4,4,4,4,2,4,3,4,5,3,4,4,5,3,5,5,3,5,4,5,0,5,0,4,0,0,3,5,5,4,0,4,4,4,5,4,5,5,4,0,MA PD,2014
H2654,3,4,4,4,2,4,4,2,2,4,0,0,0,1,3,5,3,3,4,3,3,3,4,5,4,4,4,4,4,3,1,5,4,4,4,5,0,2,0,5,2,0,3,1,5,5,0,4,5,4,3,2,5,4,4,0,MA PD,2014
H2663,4,5,5,4,5,5,5,2,2,4,0,0,0,3,5,5,4,5,4,5,2,3,3,4,4,5,4,4,4,3,4,4,3,4,3,4,0,3,0,4,0,0,3,4,4,4,0,4,4,4,3,2,5,5,5,0,MA PD,2014
H2667,4,5,5,4,4,5,5,2,2,5,0,0,0,2,5,5,5,5,4,4,2,3,3,5,5,3,5,4,5,5,4,5,5,4,2,4,0,3,0,2,0,0,5,4,5,4,0,2,4,4,3,2,5,5,5,0,MA PD,2014
H2672,3,5,4,4,4,3,4,2,2,4,0,0,0,3,4,5,4,4,3,5,3,3,3,4,4,4,4,4,5,4,4,4,2,5,5,4,0,3,0,4,0,0,4,4,4,3,0,4,4,4,3,4,3,3,4,0,MA PD,2014
H2701,3,3,2,2,3,4,5,2,2,2,0,0,0,2,4,4,3,2,3,4,2,1,4,4,5,5,4,4,4,5,3,5,4,5,3,5,0,2,0,5,2,0,5,3,5,5,0,4,5,4,4,3,5,5,5,0,MA PD,2014
H2775,3,4,4,4,3,4,0,0,1,3,0,0,0,1,3,4,3,3,3,4,2,4,3,4,4,3,4,2,4,3,1,3,5,4,2,5,0,3,0,5,0,0,3,1,3,4,0,1,4,4,5,2,5,5,5,0,MA PD,2014
H2802,2,4,4,4,4,5,4,2,1,4,0,0,0,2,3,5,3,4,4,5,2,3,3,5,5,4,5,4,4,4,1,5,5,4,0,5,0,3,0,1,0,0,4,1,5,4,0,4,4,4,4,1,5,5,5,0,MA PD,2014
