CONTRACT_ID,Breast.Cancer.Screening,Colorectal.Cancer.Screening,Cardiovascular.Care...Cholesterol.Screening,Diabetes.Care...Cholesterol.Screening,Glaucoma.Testing,Annual.Flu.Vaccine,Improving.or.Maintaining.Physical.Health,Improving.or.Maintaining.Mental.Health,Monitoring.Physical.Activity,Adult.BMI.Assessment,Care.for.Older.Adults...Medication.Review,Care.for.Older.Adults...Functional.Status.Assessment,Care.for.Older.Adults...Pain.Screening,Osteoporosis.Management.in.Women.who.had.a.Fracture,Diabetes.Care...Eye.Exam,Diabetes.Care...Kidney.Disease.Monitoring,Diabetes.Care...Blood.Sugar.Controlled,Diabetes.Care...Cholesterol.Controlled,Controlling.Blood.Pressure,Rheumatoid.Arthritis.Management,Improving.Bladder.Control,Reducing.the.Risk.of.Falling,Plan.All.Cause.Readmissions,Getting.Needed.Care,Getting.Appointments.and.Care.Quickly,Customer.Service,Overall.Rating.of.Health.Care.Quality,Overall.Rating.of.Plan,Care.Coordination,Complaints.about.the.Health.Plan,Beneficiary.Access.and.Performance.Problems,Members.Choosing.to.Leave.the.Plan,Improvement,Plan.Makes.Timely.Decisions.about.Appeals,Reviewing.Appeals.Decisions,Call.Center...Foreign.Language.Interpreter.and.TTY.TDD.Availability,Enrollment.Timeliness,Call.Center...Pharmacy.Hold.Time,Call.Center...Foreign.Language.Interpreter.and.TTY.TDD.Availability,Appeals.Auto.Forward,Appeals.Upheld,Enrollment.Timeliness_D,Complaints.about.the.Drug.Plan,Beneficiary.Access.and.Performance.Problems,Members.Choosing.to.Leave.the.Plan,Improvement,Getting.Information.From.Drug.Plan,Rating.of.Drug.Plan,Getting.Needed.Prescription.Drugs,MPF.Price.Accuracy,High.Risk.Medication,Diabetes.Treatment,Part.D.Medication.Adherence.for.Oral.Diabetes.Medications,Part.D.Medication.Adherence.for.Hypertension..RAS.antagonists.,Part.D.Medication.Adherence.for.Cholesterol..Statins.,Special Needs Plan (SNP) Care Management,Contract_Type,Year
S1030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,75,2.6,40,95,10,100,12,0,78,83,90,99,10.7,81.6,76.5,76.7,69.2,0,PART D,2013
S2321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,94,0,80,96,44,100,9,0,75,81,90,97,8.6,77.9,75.1,81.3,78,0,PART D,2013
S2468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,2.5,53,86,31,80,5,0,0,89,91,99,9.3,84.1,76.8,79.1,74.4,0,PART D,2013
S2505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,96,0,46,93,12,100,10,0,0,81,87,98,14.9,81.2,65.4,64.4,60.6,0,PART D,2013
S2874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,86,0,0,88,0,67,0,0,0,0,0,97,7.1,91.9,56.5,67.5,42.7,0,PART D,2013
S2893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,83,10.7,55,94,33,80,4,0,77,81,89,98,5.5,81.4,80.9,82.4,76.6,0,PART D,2013
S3389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,87,91,98,7.8,81.3,76.7,78.5,79.1,0,PART D,2013
S3440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,88,0,0,0,27,100,19,0,81,77,89,99,11.6,79.9,76.3,76.2,73,0,PART D,2013
S3521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,96,0,0,94,40,100,6,0,81,89,93,98,7.3,81.8,82.3,82.3,78.9,0,PART D,2013
S3994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4,0,0,0,100,0,0,80,94,94,0,5.7,90.4,81.3,83.3,82.3,0,PART D,2013
S4219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,88,0,0,98,11,100,25,0,80,83,88,99,12.3,80.8,77.7,77.2,71.8,0,PART D,2013
S4802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,96,5.9,38,95,17,60,10,0,80,78,89,98,7.2,80.9,77.3,77.5,73.8,0,PART D,2013
S5540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,81,2.6,52,97,20,100,6,0,85,86,93,99,11.8,82.7,80,79,71.8,0,PART D,2013
S5552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,97,0.2,1,96,43,67,10,0,78,80,88,98,5.9,82,76.8,76.9,71.8,0,PART D,2013
S5569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,86,1.5,0,98,40,40,16,0,81,81,89,99,6.2,81.7,76,75.8,70.5,0,PART D,2013
S5580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,94,1.5,1,95,37,60,10,0,81,82,90,99,4.7,82.1,75.1,77.5,69.7,0,PART D,2013
S5584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,76,0,0,94,10,100,6,0,80,85,92,99,5.9,79.3,78.4,80.7,77,0,PART D,2013
S5593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,89,2.5,83,97,19,100,7,0,80,79,90,99,7.2,78.8,80.2,79.4,74.5,0,PART D,2013
S5596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,64,0,71,90,20,47,11,0,79,80,88,97,9.8,82.1,75.7,77,71.6,0,PART D,2013
S5601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,82,0,60,93,13,60,7,0,79,83,88,97,9.8,82.1,76.4,75.5,73.2,0,PART D,2013
S5609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,3.6,0,93,2,100,9,0,80,80,90,99,10.7,82.2,75.9,78.1,77.6,0,PART D,2013
S5617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,76,1.1,79,99,13,60,9,0,78,82,89,98,11,81.9,75,73.4,71.1,0,PART D,2013
S5660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,94,3,78,98,10,100,5,0,82,85,91,99,9.5,82.2,77.5,77.8,75.2,0,PART D,2013
S5670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,86,2.1,0,98,25,40,14,0,79,87,92,99,14.5,80.2,79.9,78,74.7,0,PART D,2013
S5674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,86,1.2,0,98,30,40,12,0,80,86,91,99,11.4,80,79.8,79.1,76.7,0,PART D,2013
S5715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,86,1.3,63,96,12,80,6,0,79,81,91,99,7.6,81.7,77.5,79,73.7,0,PART D,2013
S5726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,75,2,0,90,17,100,11,0,0,83,90,97,10.5,82.3,79.6,80.2,74.3,0,PART D,2013
S5743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,95,1.7,64,98,6,80,5,0,81,83,92,99,6.3,82.3,84.7,84.6,79.9,0,PART D,2013
S5753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,90,2.5,77,96,6,80,12,0,78,81,91,99,5.8,80.8,85,85,79.2,0,PART D,2013
S5755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,92,2.3,73,94,18,60,8,0,81,83,89,99,8.8,80.5,73.7,74.5,70.4,0,PART D,2013
S5766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0.8,0,97,21,100,7,0,79,81,90,99,7.8,81.4,79.6,81.4,76,0,PART D,2013
S5768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,86,1,78,96,19,40,11,0,77,80,89,99,9.1,82.3,72.8,73.8,70,0,PART D,2013
S5775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,70,0,0,78,22,5,13,0,82,84,89,98,8.8,87,62.3,66.7,41,0,PART D,2013
S5795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,95,5,64,96,14,80,21,0,80,83,90,98,12.8,81.1,74.7,73.9,69.3,0,PART D,2013
S5805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,92,0,86,94,17,12,6,0,82,83,91,99,6.2,81.7,78.2,78.7,72.4,0,PART D,2013
S5810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,88,3.6,89,94,26,20,9,0,80,83,92,98,6.5,82,72.8,73.2,70.7,0,PART D,2013
S5820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,92,0,81,95,16,12,19,0,81,84,91,99,9.5,81.1,75.5,75.7,71.4,0,PART D,2013
S5840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,66,0,0,0,0,3,12,0,0,82,89,99,9.2,89.6,55.4,61,34.4,0,PART D,2013
S5857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,76,9.6,0,93,28,80,19,0,78,80,88,99,9.9,77.1,74.5,79.5,76.2,0,PART D,2013
S5877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,10,0,0,0,0,80,6,0,88,87,94,99,9.8,84.8,78.1,75.1,73.8,0,PART D,2013
S5884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,97,0,86,93,21,67,9,0,77,81,88,98,8.7,82.3,76,76.5,72.1,0,PART D,2013
S5904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,93,2.4,74,89,26,60,7,0,79,84,91,99,8.8,81.8,77.8,76.9,71.9,0,PART D,2013
S5907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,64,0,0,0,19,80,6,0,67,78,86,98,8.1,87.8,63,67.3,42.9,0,PART D,2013
S5916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,95,2.2,0,96,8,100,6,0,83,83,92,99,11.6,83.9,74.6,76.3,74.5,0,PART D,2013
S5921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,92,2.4,84,91,35,12,9,0,80,83,90,99,13.7,81.3,78.9,77.8,74.6,0,PART D,2013
S5932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,91,0,55,86,11,80,15,0,86,83,89,99,12.5,82.4,70.1,68.6,66.7,0,PART D,2013
S5937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,62,12.7,71,96,28,60,10,0,80,78,87,97,15.4,80.2,75.5,76.2,69.2,0,PART D,2013
S5953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,64,0,72,87,17,33,9,0,76,80,88,98,11.3,82.8,73.8,73.9,66.6,0,PART D,2013
S5960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,64,0,67,95,31,47,21,0,0,82,88,97,11.4,82,69.4,69.1,65.8,0,PART D,2013
S5966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,71,11,40,97,18,100,10,0,79,83,89,99,4.7,83.2,77.7,79.5,73.9,0,PART D,2013
S5967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,87,0.6,77,97,19,80,16,0,75,82,89,99,10,83.1,74,74.2,70.8,0,PART D,2013
S5975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,67,0,0,80,0,0,85,88,94,0,9.9,84.9,83.4,83.5,80.6,0,PART D,2013
S5983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,94,3.9,65,98,12,80,8,0,79,82,90,99,7,82.4,75.7,73.7,69.6,0,PART D,2013
S5993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,90,6.4,42,96,16,100,7,0,71,78,89,98,5.8,82.3,78.1,79.8,73.2,0,PART D,2013
S6875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,100,0,0,70,83,90,0,6.9,79.4,81.7,83,75,0,PART D,2013
S7694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,91,0.2,38,99,11,100,12,0,76,79,86,99,9.5,82.1,70.1,69,64.6,0,PART D,2013
S7950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,6,80,0,0,80,87,90,0,6.6,83.4,82.5,81.9,78.1,0,PART D,2013
S8067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,94,15.4,20,94,24,100,6,0,79,83,90,94,7.1,79.3,81.6,81.1,76.2,0,PART D,2013
S8841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,3,100,0,0,83,90,92,0,5.2,86.8,81,80.7,77.6,0,PART D,2013
H0084,57,43,88,85,57,66,0,0,48,80,78,73,0.3,0,48,90,62,45,28,62,35,69,17,85,71,89,83,84,82,74,80,21,0,0,0,92,0,0,92,0,0,0,74,80,21,0,0,84,91,99,8,85,69,69,65,0,MA PD,2014
H0104,71,64,89,91,62,69,63,77,45,75,0,0,0,18,54,86,65,49,52,84,42,53,12,87,70,90,85,86,86,9,73,7,0,0,0,90,0,0,81,2.7,64,0,9,73,7,0,0,84,93,99,11,83,75,77,70,0,MA PD,2014
H0108,68,57,89,85,61,70,0,0,51,78,0,0,0,25,54,91,72,55,65,75,35,55,10,79,73,87,82,84,80,79,100,20,0,99,0,96,0,0,98,1.5,0,0,79,100,20,0,0,83,88,98,1,90,72,74,68,0,MA PD,2014
H0117,72,61,85,85,65,64,66,77,43,75,74,32,0.42,0,60,91,64,46,55,70,40,61,14,78,75,84,83,79,85,34,80,21,0,93,100,89,0,0,98,4.3,0,0,34,80,21,0,0,82,90,99,5,86,67,68,63,0,MA PD,2014
H0141,0,0,0,0,0,0,0,0,0,0,62,20,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,89,0,0,89,0,0,0,0,100,0,0,0,0,0,98,6,85,75,73,67,0,PART D,2014
H0150,80,78,94,94,79,68,64,74,44,94,89,90,0.89,59,73,97,81,58,65,79,34,60,12,86,74,92,88,88,87,14,80,8,0,97,98,96,0,0,86,0.8,0,0,14,80,8,0,0,89,94,99,9,87,67,68,63,0,MA PD,2014
H0151,59,58,87,83,56,64,67,77,42,69,74,21,0.36,12,49,87,65,46,55,75,36,58,11,88,72,85,85,86,87,22,0,8,0,89,94,96,0,0,93,0.8,1,0,22,0,8,0,0,85,93,99,13,83,68,69,64,0,MA PD,2014
H0154,70,68,90,87,68,67,67,76,46,88,95,92,0.82,33,62,90,76,53,71,80,31,63,13,87,72,91,86,90,85,10,80,7,0,68,84,100,0,0,90,0,64,0,10,80,7,0,0,87,92,98,9,84,69,71,66,0,MA PD,2014
H0248,68,59,87,91,73,72,69,72,56,78,0,0,0,16,69,91,66,50,60,63,32,57,12,85,75,82,85,82,86,69,100,34,0,96,0,96,0,0,98,0,0,0,69,100,34,0,0,83,87,98,1,91,74,75,69,0,MA PD,2014
H0251,53,44,81,86,46,59,74,79,41,76,77,25,0.4,20,46,86,68,42,57,62,30,66,13,90,74,90,86,88,86,27,0,11,0,60,63,95,0,0,97,3.2,77,0,27,0,11,0,0,88,95,99,18,83,66,66,64,0,MA PD,2014
H0294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,80,0,0,0,0,92,0,0,92,0,0,0,65,80,0,0,0,0,0,99,8,85,83,71,68,0,PART D,2014
H0302,78,79,91,93,65,74,67,78,49,96,0,0,0,24,53,91,86,60,67,73,35,57,11,85,75,87,84,86,85,8,80,6,0,98,89,99,0,0,96,0.9,0,0,8,80,6,0,0,85,91,97,4,85,79,80,75,0,MA PD,2014
H0303,67,65,85,87,63,66,61,83,47,83,0,0,0,19,58,91,79,60,65,76,34,57,12,83,72,88,84,83,82,19,0,7,0,84,90,94,0,0,90,0.4,79,0,19,0,7,0,0,84,91,99,7,85,74,77,72,0,MA PD,2014
H0316,67,56,85,83,56,68,69,77,48,76,0,0,0,19,56,86,76,52,67,81,33,54,10,85,75,86,84,83,84,26,0,13,0,89,95,96,0,0,93,0.4,75,0,26,0,13,0,0,82,92,99,6,86,74,77,72,0,MA PD,2014
H0317,66,56,88,87,65,68,66,79,49,83,0,0,0,23,58,88,75,53,62,80,33,47,12,85,75,86,84,84,81,36,100,16,0,98,74,96,0,0,98,1,0,0,36,100,16,0,0,84,88,98,1,86,79,80,75,0,MA PD,2014
H0318,70,61,97,89,64,69,65,81,51,71,0,0,0,0,62,92,81,58,63,0,41,49,15,85,76,88,85,83,85,63,20,13,0,0,0,95,0,0,97,0,0,0,63,20,13,0,0,82,92,99,4,90,75,76,70,0,MA PD,2014
H0319,31,22,0,89,81,0,0,0,33,99,97,100,0.97,0,91,92,90,63,0,0,0,0,6,0,0,0,0,0,0,17,0,4,0,100,0,92,0,0,88,0,0,0,17,0,4,0,0,0,0,99,12,71,88,82,75,0,MA PD,2014
H0320,65,41,84,85,45,55,65,78,42,76,0,0,0,8,42,85,71,37,61,65,38,48,14,80,69,84,79,74,81,20,80,19,0,93,71,89,0,0,98,4,0,0,20,80,19,0,0,76,88,98,3,81,74,71,69,0,MA PD,2014
H0321,59,56,86,85,60,64,72,80,48,81,58,22,0.56,26,67,88,71,46,60,72,31,63,12,87,72,86,87,90,84,26,0,7,0,96,66,95,0,0,97,3,67,0,26,0,7,0,0,87,92,99,11,86,68,69,65,0,MA PD,2014
H0332,86,81,97,96,86,82,69,75,64,99,0,0,0,38,86,98,88,67,73,80,37,62,10,89,80,92,90,92,88,10,80,100,0,96,94,95,0,0,95,0.6,71,0,10,80,10,0,0,87,93,99,1,89,76,77,71,0,MA PD,2014
H0351,72,63,87,90,60,71,66,77,49,87,99,82,0.89,31,64,94,82,62,70,76,38,62,12,85,75,87,85,84,84,23,80,12,0,90,79,88,0,0,13,0.5,80,0,23,80,12,0,0,84,91,98,9,86,73,76,71,0,MA PD,2014
H0354,82,73,96,96,75,72,68,75,49,99,93,83,0.92,36,82,96,91,62,81,81,41,58,13,87,78,90,88,89,86,17,80,4,0,98,97,89,0,0,89,2.8,0,0,17,80,4,0,0,90,93,98,6,84,77,79,76,0,MA PD,2014
H0423,83,71,93,90,75,70,70,80,58,83,69,46,0.71,0,70,92,77,51,65,75,37,68,15,80,69,84,80,84,83,20,100,16,0,97,95,86,0,0,91,17,0,0,20,10,16,0,0,82,88,99,5,90,73,69,63,0,MA PD,2014
H0490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,95,0,0,80,0,0,0,0,100,0,0,0,0,0,98,3,84,78,67,64,0,PART D,2014
H0504,76,71,94,91,62,73,66,73,50,80,0,0,0,23,72,95,86,62,67,74,30,57,10,84,73,86,85,86,85,23,80,7,0,92,88,90,0,0,91,2.3,0,0,23,80,7,0,0,88,92,99,7,87,75,77,73,0,MA PD,2014
H0523,74,71,91,92,62,74,65,78,52,73,0,0,0,19,67,93,76,52,51,77,36,59,9,82,73,90,86,87,83,28,20,11,0,91,88,95,0,0,97,1.2,1,0,28,20,11,0,0,85,91,99,4,85,73,76,71,0,MA PD,2014
H0524,90,89,98,97,78,81,70,75,63,99,96,92,0.85,83,84,98,91,81,89,92,36,71,14,87,81,90,89,91,86,10,80,1,0,92,83,100,0,0,96,0.4,92,0,10,80,1,0,0,92,94,100,2,88,84,85,81,0,MA PD,2014
H0543,75,68,92,93,65,73,66,79,50,75,0,0,0,22,67,93,81,61,61,73,34,57,11,86,77,87,84,86,85,24,0,7,0,86,90,94,0,0,90,0.3,73,0,24,0,7,0,0,85,92,99,6,86,76,77,73,0,MA PD,2014
H0544,80,75,91,89,83,76,65,77,53,94,82,78,0.84,51,69,96,84,56,79,64,35,65,9,81,72,89,84,88,80,18,40,8,0,96,92,91,0,0,85,0.6,60,0,18,40,8,0,0,88,92,99,4,89,74,76,70,0,MA PD,2014
H0545,78,68,88,91,78,74,65,75,49,92,0,0,0,25,64,93,79,55,73,77,30,55,10,83,74,92,86,91,82,6,80,6,0,100,88,99,0,0,98,0,0,0,6,80,6,0,0,89,92,99,6,85,76,77,73,0,MA PD,2014
H0562,79,77,91,90,67,75,62,79,52,87,100,69,0.77,30,71,95,81,60,70,77,33,66,11,84,76,87,86,87,85,21,80,8,0,86,89,79,0,0,18,1.9,80,0,21,80,8,0,0,86,92,98,8,88,74,76,73,0,MA PD,2014
H0564,74,65,94,91,58,71,63,79,42,86,0,0,0,22,61,94,83,60,63,71,25,57,9,80,74,85,85,82,84,78,60,13,0,25,0,97,0,0,95,0,0,0,78,60,13,0,0,82,90,97,6,87,71,73,70,0,MA PD,2014
H0571,79,65,87,86,72,83,67,80,52,94,93,72,0.79,34,83,91,83,60,91,44,27,70,11,85,69,89,82,85,81,2,60,5,0,0,0,80,0,0,86,0,0,0,2,60,5,0,0,82,87,94,1,90,84,84,79,0,MA PD,2014
H0602,68,73,88,85,70,78,64,75,50,80,0,0,0,17,71,83,84,61,77,75,38,57,0,86,78,92,87,87,86,5,100,4,0,90,86,0,0,0,0,0,0,0,5,100,4,0,0,83,91,97,8,85,77,79,75,0,MA PD,2014
H0609,65,62,91,89,68,81,65,80,50,70,0,0,0,20,65,91,84,58,61,78,37,58,10,86,77,84,86,85,86,21,0,4,0,82,86,96,0,0,93,0.5,92,0,21,0,4,0,0,83,92,99,7,87,75,78,73,0,MA PD,2014
H0620,34,26,0,72,67,0,61,74,43,99,94,100,1,100,86,87,69,45,0,0,45,78,6,0,0,0,0,0,0,7,0,3,0,85,0,92,0,0,88,4.6,0,0,7,0,3,0,0,0,0,99,7,75,84,82,68,0,MA PD,2014
H0621,57,54,83,76,72,72,67,78,48,86,76,49,0.76,13,68,86,61,40,61,77,34,67,13,84,76,86,84,85,81,10,80,6,0,92,0,93,0,0,94,6.1,0,0,10,80,6,0,0,83,87,98,3,88,71,72,71,0,MA PD,2014
H0624,53,49,76,76,57,69,64,78,47,74,67,31,0.33,3,57,84,66,47,61,69,38,75,12,80,77,82,83,85,82,14,0,9,0,86,0,92,0,0,88,5.1,0,0,14,0,9,0,0,86,90,99,14,85,70,76,73,0,MA PD,2014
H0630,86,83,98,94,79,82,66,81,53,94,77,76,0.65,55,90,96,87,73,86,90,38,55,10,88,84,91,87,90,86,11,100,2,0,94,94,100,0,0,96,0.1,0,0,11,100,2,0,0,91,95,100,3,89,80,82,80,0,MA PD,2014
H0710,67,52,89,81,80,0,66,80,49,69,95,97,0.97,13,73,89,66,49,56,0,0,79,10,0,0,0,0,0,0,19,0,1,0,94,96,92,0,0,88,0,0,0,19,0,1,0,0,0,0,99,6,83,76,76,74,0,MA PD,2014
